1m0a.doma.lsc
Longitude = -70.8049deg Latitude = -30.1674deg
2025-09-27T07:06:11.972 02:48:07.31 03:34:36.792 -36:05:57.89 53.4050670379 -36.1369995506 
2025-09-27T06:41:13.931 02:23:05.42 02:16:58.607 -38:56:00.16 33.9943743697 -39.0023939372 
2025-09-27T06:59:35.730 02:41:30.33 03:34:37.462 -36:05:58.00 53.404016963 -36.1370654639 
2025-09-27T07:24:13.931 03:06:12.52 01:28:55.165 +19:20:30.71 21.8860758039 19.1827419352 
2025-09-27T09:18:08.084 05:00:25.09 04:07:03.804 +20:09:52.95 61.3914548563 20.0726818496 
2025-09-27T09:23:49.190 05:06:07.28 04:07:03.047 +20:09:53.60 61.3914237394 20.0729170723 
2025-09-27T09:24:49.286 05:07:07.46 04:07:02.943 +20:09:53.76 61.391514274 20.0728818195 
2025-09-27T07:42:46.623 03:24:47.84 01:28:54.876 +19:20:36.83 21.8937925164 19.1837404021 
2025-09-27T06:00:56.096 01:42:41.05 05:20:47.461 -32:40:07.32 79.9141751588 -32.657133093 
2025-10-01T05:32:10.926 01:29:37.01 01:45:36.048 -34:25:37.22 26.1201105239 -34.4948612669 
2025-10-01T05:37:21.657 01:34:48.55 01:45:35.683 -34:25:41.26 26.1219629844 -34.4957784431 
2025-10-01T05:38:24.090 01:35:51.02 01:45:36.342 -34:25:37.49 26.1254643853 -34.4947601241 
2025-10-01T05:40:26.482 01:37:54.32 01:45:36.222 -34:25:18.10 26.1261682566 -34.4894271477 
2025-10-01T05:33:12.962 01:30:39.11 01:45:36.525 -34:25:32.18 26.1228466972 -34.493447227 
2025-10-01T01:43:22.615 21:40:11.16 23:39:05.559 -26:40:21.26 354.401585305 -26.7600722888 
2025-10-01T02:08:02.394 22:04:55.25 01:45:35.304 -34:27:09.10 26.0607238894 -34.5250938412 
2025-10-01T02:10:07.318 22:07:00.12 01:45:35.217 -34:26:49.63 26.0616241675 -34.5197287833 
2025-10-01T02:04:53.387 22:01:45.25 01:45:34.125 -34:26:58.96 26.0538509834 -34.5221144633 
2025-10-01T02:11:09.730 22:08:02.79 01:45:34.397 -34:26:45.75 26.0589951083 -34.5185887758 
2025-10-01T00:01:26.656 19:57:58.72 23:26:17.637 -69:56:13.62 351.197510862 -69.9698472839 
2025-10-01T08:44:18.263 04:42:15.72 04:41:20.815 -38:01:01.23 70.1420579012 -38.0003679949 
2025-09-27T07:00:31.056 02:42:25.63 03:34:37.356 -36:05:57.73 53.4040121737 -36.1370418233 
2025-09-27T06:51:23.932 02:33:16.74 04:07:10.042 +20:09:53.69 61.3945114641 20.0751393248 
2025-09-27T06:45:11.293 02:27:03.26 04:07:10.879 +20:09:53.67 61.3946235043 20.0752118807 
2025-09-27T06:45:41.620 02:27:33.60 04:07:10.849 +20:09:53.50 61.3945239424 20.0750920561 
2025-09-27T06:46:11.885 02:28:03.76 04:07:10.776 +20:09:53.71 61.394600503 20.0752692695 
2025-09-27T09:19:38.858 05:01:56.07 04:07:03.571 +20:09:53.41 61.3914544542 20.0728060967 
2025-09-27T09:20:44.318 05:03:02.00 04:07:03.470 +20:09:53.48 61.3915214797 20.0728517785 
2025-09-27T03:47:36.421 23:28:59.03 19:43:58.397 -10:15:39.65 295.666791145 -10.3213030513 
2025-09-27T04:05:45.511 23:47:19.94 19:55:46.045 -48:49:25.72 298.542875563 -48.8415123438 
2025-09-27T05:54:37.811 01:36:21.45 05:20:47.524 -32:40:05.26 79.9106375362 -32.6561536097 
2025-09-27T02:31:42.718 22:13:01.85 00:39:45.622 -00:11:58.30 9.56854213225 -0.336192178975 
2025-09-27T02:33:16.643 22:14:36.12 00:39:45.343 -00:11:58.22 9.5683263874 -0.336384524416 
2025-09-27T02:33:24.636 22:14:44.35 00:39:45.309 -00:11:58.26 9.56827985077 -0.336333318795 
2025-09-27T07:31:47.406 03:13:47.15 01:28:54.578 +19:20:32.56 21.8876559037 19.1830236789 
2025-09-27T07:41:04.503 03:23:05.60 01:28:54.789 +19:20:36.23 21.892769598 19.1836245055 
2025-09-27T07:44:11.951 03:26:13.89 01:28:54.754 +19:20:36.97 21.8937810178 19.1837949109 
2025-09-27T02:16:45.653 21:57:53.70 18:49:32.710 -63:12:42.34 281.916196609 -63.1591909822 
2025-09-27T03:48:53.513 23:30:15.95 19:43:58.401 -10:15:38.44 295.668169351 -10.3213221806 
2025-09-27T06:03:58.872 01:45:43.94 05:20:47.276 -32:40:08.26 79.9148735127 -32.6573263865 
2025-09-27T02:52:40.838 22:34:03.29 00:48:52.412 +06:23:52.82 11.8478952106 6.25390916057 
2025-09-27T02:52:48.837 22:34:11.57 00:48:52.400 +06:23:52.80 11.8476789687 6.25390523697 
2025-09-27T09:23:19.126 05:05:37.11 04:07:03.125 +20:09:53.62 61.3915574433 20.0729324048 
2025-09-28T06:01:35.959 01:47:17.44 05:20:45.181 -32:40:58.01 79.902628466 -32.6524778706 
2025-09-28T06:10:05.207 01:55:48.20 05:20:45.048 -32:41:00.44 79.9080340503 -32.6535442589 
2025-09-28T06:12:10.720 01:57:53.85 05:20:44.987 -32:41:00.93 79.908585871 -32.6537904362 
2025-09-28T06:07:21.989 01:53:04.21 05:20:44.847 -32:40:58.89 79.9051546534 -32.653091048 
2025-09-28T09:20:23.528 05:06:37.80 04:07:02.138 +20:08:54.37 61.3913122319 20.0708422557 
2025-09-28T09:21:54.691 05:08:08.53 04:07:01.882 +20:08:54.35 61.3912419395 20.0707353379 
2025-09-28T09:25:00.754 05:11:15.41 04:07:01.508 +20:08:54.43 61.3913549479 20.0708773577 
2025-09-28T09:24:30.591 05:10:45.01 04:07:01.571 +20:08:54.40 61.391339238 20.0708794038 
2025-09-28T00:29:41.274 20:14:28.07 17:04:23.282 -48:53:52.65 255.699330554 -48.7907495537 
2025-09-28T00:31:54.409 20:16:41.65 17:04:22.990 -48:53:52.48 255.699244388 -48.7907434144 
2025-09-28T06:37:13.775 02:23:00.80 04:07:11.148 +20:08:55.60 61.3998711692 20.0749837397 
2025-09-28T06:38:14.157 02:24:01.59 04:07:11.002 +20:08:55.33 61.399984527 20.075060557 
2025-09-28T09:18:47.830 05:05:01.74 04:07:02.319 +20:08:54.46 61.3913770759 20.0708352369 
2025-09-28T09:19:18.196 05:05:31.98 04:07:02.258 +20:08:54.36 61.3913704756 20.0708460334 
2025-09-28T09:20:53.901 05:07:07.92 04:07:02.057 +20:08:54.17 61.3912858829 20.0708345078 
2025-09-28T01:42:02.098 21:27:00.72 21:39:09.772 -29:56:50.24 324.418345932 -30.0014244773 
2025-09-28T02:44:36.819 22:29:45.76 21:13:45.918 -57:15:40.31 318.043348759 -57.272750466 
2025-09-28T02:57:42.987 22:42:53.84 21:13:45.079 -57:15:36.88 318.047713848 -57.271787516 
2025-09-28T02:04:41.359 21:49:43.56 18:57:15.690 -53:46:23.50 283.894592693 -53.7258799352 
2025-09-28T06:42:28.887 02:28:16.68 04:07:10.305 +20:08:54.70 61.4000039617 20.0750873975 
2025-09-28T06:53:12.129 02:39:01.94 03:15:31.604 -34:57:59.37 48.6302839999 -34.998559484 
2025-09-27T23:50:13.168 19:34:53.64 22:42:01.201 +03:27:54.77 340.138959315 3.34384518867 
2025-09-28T00:40:58.456 20:25:47.26 21:21:05.080 -35:57:33.10 319.871689287 -35.9956935023 
2025-09-28T01:59:48.436 21:44:50.12 18:57:15.901 -53:46:25.27 283.892311121 -53.7261957624 
2025-09-28T04:41:36.972 00:27:05.13 00:57:25.481 -28:55:08.52 14.0439000357 -29.0005246079 
2025-09-28T06:17:49.951 02:03:33.87 05:20:44.707 -32:41:01.58 79.910381073 -32.6543265202 
2025-09-27T02:26:31.718 22:07:41.45 18:49:32.205 -63:12:38.66 281.919963305 -63.1583939679 
2025-09-29T03:07:36.070 22:56:45.08 00:55:02.352 +12:50:35.79 13.3956999396 12.6914147802 
2025-09-29T04:17:10.641 00:06:31.38 03:56:37.545 -28:06:56.52 58.8441044496 -28.1576280231 
2025-09-29T06:41:30.518 02:31:15.23 01:44:10.350 -27:54:33.54 25.7703689442 -28.0001484527 
2025-09-29T07:07:14.065 02:57:02.63 05:20:39.814 -32:40:26.83 79.8935364091 -32.6574017509 
2025-09-29T01:04:39.662 20:53:28.51 23:04:41.500 +09:01:26.42 345.816414577 8.87824856949 
2025-09-29T00:58:55.741 20:47:43.86 23:04:41.879 +09:01:27.03 345.814529958 8.87849929584 
2025-09-29T02:41:52.687 22:30:57.60 22:49:48.359 -26:54:15.02 342.104886568 -26.9962628583 
2025-09-29T04:42:36.297 00:32:01.11 00:08:00.744 -20:53:10.68 1.68475223651 -20.9979044196 
2025-09-29T07:16:13.884 03:06:04.14 05:20:39.407 -32:40:28.42 79.8973512832 -32.6578036777 
2025-09-29T09:21:04.661 05:11:15.07 04:07:02.473 +20:09:58.92 61.390399685 20.0754606886 
2025-09-29T09:21:34.812 05:11:45.53 04:07:02.386 +20:09:58.79 61.3902155724 20.0754944492 
2025-09-29T09:19:28.456 05:09:38.75 04:07:02.689 +20:09:58.58 61.3902901314 20.0754522402 
2025-09-25T02:01:20.643 21:34:33.06 00:55:06.246 +12:51:03.92 13.4024258324 12.6964560391 
2025-09-25T03:40:16.665 23:13:45.06 23:31:42.566 -23:53:39.08 352.591751725 -23.9986244271 
2025-09-25T06:59:32.067 02:33:33.17 06:44:31.568 -63:49:47.10 101.082792001 -63.7274584552 
2025-09-25T07:12:30.000 02:46:33.18 06:44:31.086 -63:49:50.65 101.088260119 -63.7291523203 
2025-09-25T09:30:07.973 05:04:33.84 09:30:35.487 -31:31:52.34 142.329231579 -31.3810237003 
2025-09-25T02:07:47.883 21:41:00.85 00:55:06.178 +12:51:02.21 13.4051139699 12.6958016758 
2025-09-25T03:01:50.877 22:35:12.85 01:24:47.758 -58:44:53.11 20.9389562412 -58.8053448941 
2025-09-25T03:03:01.323 22:36:23.64 01:24:47.659 -58:44:54.30 20.9395273805 -58.8058966467 
2025-09-25T07:20:18.853 02:54:23.26 06:44:30.750 -63:49:52.68 101.09030795 -63.7301414929 
2025-09-25T02:05:37.258 21:38:50.15 00:55:06.203 +12:51:02.78 13.4043747644 12.6959153705 
2025-09-25T03:16:37.113 22:50:01.87 01:24:46.583 -58:44:56.35 20.9432690187 -58.8071276403 
2025-09-25T03:19:45.865 22:53:10.71 01:24:46.319 -58:44:56.79 20.9442359175 -58.807244017 
2025-09-25T03:55:11.217 23:28:41.87 03:58:23.077 -46:09:54.70 59.3517845133 -46.1881444829 
2025-09-25T05:44:05.142 01:17:54.24 00:13:49.724 -38:54:28.01 3.16387203768 -38.9996965672 
2025-09-25T23:30:19.683 19:07:03.64 19:22:48.363 -22:02:05.40 290.322368488 -22.047915231 
2025-09-30T02:26:14.480 22:19:13.53 21:50:04.202 -13:12:21.10 327.188584478 -13.2878508314 
2025-09-29T23:52:08.479 19:44:42.45 22:40:44.608 -25:07:43.10 339.788750442 -25.2113629949 
2025-09-30T02:56:31.796 22:49:35.80 22:50:05.507 -29:00:51.21 342.176434686 -29.0931535373 
2025-09-30T08:15:54.394 04:09:51.13 05:20:32.943 -32:41:20.77 79.892468176 -32.6561030427 
2025-09-30T01:46:09.265 21:39:02.02 21:50:06.594 -13:12:27.09 327.176916905 -13.288005188 
2025-09-30T00:27:26.641 20:20:05.99 17:04:23.340 -48:53:54.13 255.698613916 -48.7914473741 
2025-09-30T02:20:31.224 22:13:29.07 21:50:04.220 -13:12:22.35 327.185998607 -13.2880040479 
2025-09-30T04:43:59.973 00:37:21.65 00:36:29.575 -36:55:40.90 8.82068010951 -37.002070611 
2025-09-30T02:07:42.099 22:00:37.92 21:50:04.757 -13:12:24.44 327.181787999 -13.2881655917 
2025-09-30T02:00:36.981 21:53:31.92 21:50:05.672 -13:12:25.28 327.181802396 -13.2881996331 
2025-09-30T08:05:25.128 03:59:20.08 05:20:33.720 -32:41:20.35 79.8884467398 -32.6558759247 
2025-09-30T08:12:22.465 04:06:18.53 05:20:33.329 -32:41:20.60 79.8917686571 -32.6559793798 
2025-09-29T23:36:50.720 19:29:21.97 16:57:35.340 -30:14:20.89 254.035579832 -30.1500800328 
2025-09-30T07:59:42.516 03:53:36.62 05:20:34.310 -32:41:20.27 79.8867350478 -32.6557178054 
2025-09-30T01:53:14.553 21:46:08.47 21:50:05.573 -13:12:26.01 327.176921612 -13.288009361 
2025-09-30T02:42:49.073 22:35:50.76 21:50:03.220 -13:12:18.16 327.190961489 -13.2874558228 
2025-10-01T02:06:58.132 22:03:50.43 01:45:34.613 -34:27:12.58 26.0571647416 -34.5260506788 
2025-10-01T02:02:48.469 21:59:40.09 01:45:35.390 -34:27:04.30 26.0577024533 -34.5234538856 
2025-10-01T02:43:57.475 22:40:56.29 23:41:23.627 -27:34:39.18 355.000645065 -27.6624928216 
2025-10-01T03:42:54.691 23:40:03.13 00:05:00.339 -35:55:28.35 0.936793365903 -36.002346679 
2025-10-01T06:43:59.148 02:41:37.43 03:05:08.928 -38:58:09.95 46.0519391771 -39.0016200173 
2025-09-25T03:59:13.618 23:32:45.12 03:58:23.043 -46:09:55.97 59.3537339239 -46.1885974827 
2025-09-25T01:01:56.591 20:34:59.07 21:01:23.935 -26:56:14.57 314.966815887 -26.9993011453 
2025-09-25T07:07:20.843 02:41:23.24 06:44:31.287 -63:49:49.26 101.086348333 -63.7285836824 
2025-09-25T04:22:45.276 23:56:20.89 00:07:26.018 +16:17:27.83 1.52346779885 16.1319697111 
2025-09-25T07:22:43.588 02:56:48.60 06:44:30.527 -63:49:52.46 101.090347985 -63.730134773 
2025-09-25T00:25:40.448 19:58:36.88 19:37:18.107 -35:59:41.84 293.922921262 -36.002810312 
2025-09-25T08:39:37.936 04:13:55.41 04:07:59.239 -38:59:00.25 61.7931681885 -39.0022043714 
2025-09-27T23:42:22.316 19:27:01.36 22:42:02.272 +03:27:51.89 340.139001741 3.34379818324 
2025-09-28T02:21:32.986 22:06:37.93 00:35:34.443 -30:41:08.00 8.53898190371 -30.7671112445 
2025-09-27T02:19:27.168 22:00:35.53 18:49:32.572 -63:12:41.33 281.917064226 -63.1590492131 
2025-09-27T06:49:23.461 02:31:16.02 04:07:10.333 +20:09:53.56 61.394588345 20.0751641526 
2025-09-27T07:01:41.389 02:43:36.36 03:34:37.280 -36:05:57.92 53.4044806081 -36.1370270455 
2025-09-27T07:02:36.739 02:44:31.30 03:34:37.184 -36:05:58.03 53.4045578345 -36.137067366 
2025-09-27T02:31:50.716 22:13:09.84 00:39:45.602 -00:11:58.20 9.56873744729 -0.3361156366 
2025-09-27T02:32:44.451 22:14:04.06 00:39:45.426 -00:11:58.34 9.56840548211 -0.336146256785 
2025-09-27T02:32:30.789 22:13:50.43 00:39:45.461 -00:11:57.91 9.56829928518 -0.336051525767 
2025-09-27T02:33:00.646 22:14:20.21 00:39:45.415 -00:11:58.03 9.5683929954 -0.336067257982 
2025-09-27T02:33:54.229 22:15:13.59 00:39:45.266 -00:11:58.10 9.56824758686 -0.336269839195 
2025-09-27T02:33:45.894 22:15:05.27 00:39:45.308 -00:11:58.15 9.56824342213 -0.336189958882 
2025-09-27T02:34:02.392 22:15:22.14 00:39:45.231 -00:11:58.22 9.56837009093 -0.33630767784 
2025-09-27T02:34:34.394 22:15:54.12 00:39:45.136 -00:11:58.54 9.56819694853 -0.336210414119 
2025-09-27T06:05:10.825 01:46:56.16 05:20:47.366 -32:40:08.40 79.9160387879 -32.6575051536 
2025-09-27T06:06:06.061 01:47:51.74 05:20:47.267 -32:40:08.40 79.9159809198 -32.6574611732 
2025-09-27T02:09:33.207 21:50:40.06 20:22:36.303 -38:58:22.85 305.262321549 -39.0016238655 
2025-09-27T02:51:22.978 22:32:45.10 00:48:52.643 +06:23:51.90 11.8479160632 6.25375055223 
2025-09-27T02:51:38.971 22:33:01.57 00:48:52.640 +06:23:52.64 11.8477684721 6.25376452359 
2025-09-27T02:52:03.077 22:33:25.75 00:48:52.539 +06:23:51.81 11.8477623385 6.25370481029 
2025-09-27T02:52:32.841 22:33:55.48 00:48:52.463 +06:23:52.86 11.8478970553 6.25385790496 
2025-09-27T02:53:04.820 22:34:27.50 00:48:52.312 +06:23:52.50 11.8475070117 6.25368520906 
2025-09-27T02:53:26.037 22:34:48.73 00:48:52.274 +06:23:52.55 11.8475679764 6.25397811014 
2025-09-27T02:53:50.320 22:35:13.44 00:48:52.185 +06:23:52.09 11.8475619215 6.25366649075 
2025-09-27T02:53:58.811 22:35:21.76 00:48:52.174 +06:23:52.07 11.847721948 6.25367202758 
2025-09-27T03:21:26.857 23:02:45.61 22:58:41.327 -34:54:45.88 344.324823351 -35.0003573585 
2025-09-27T07:11:58.804 02:53:55.02 03:34:36.365 -36:05:57.61 53.4069047533 -36.1371965459 
2025-09-27T07:15:15.515 02:57:12.66 03:34:36.112 -36:05:57.21 53.408107002 -36.1371616835 
2025-09-27T07:16:40.838 02:58:37.75 03:34:35.919 -36:05:56.84 53.4080527048 -36.1371558704 
2025-09-27T02:12:41.712 21:53:48.90 18:49:32.919 -63:12:43.86 281.913901527 -63.1592473138 
2025-09-27T03:45:27.606 23:26:50.17 19:43:58.473 -10:15:40.17 295.66570239 -10.3213110212 
2025-09-27T04:08:52.579 23:50:27.92 19:55:45.694 -48:49:26.07 298.542857237 -48.8415316138 
2025-09-27T05:52:29.821 01:34:12.82 05:20:47.562 -32:40:04.29 79.9091505023 -32.6556427284 
2025-09-27T05:48:14.607 01:29:57.15 00:28:56.905 -37:54:34.84 6.94059257712 -38.0015615503 
2025-09-27T06:47:17.678 02:29:09.85 04:07:10.660 +20:09:53.40 61.3945499733 20.0751001952 
2025-09-27T06:47:47.921 02:29:40.46 04:07:10.555 +20:09:53.47 61.3944630459 20.0752502122 
2025-09-27T07:39:39.050 03:21:39.93 01:28:54.921 +19:20:35.76 21.8928124796 19.1836309567 
2025-09-27T07:45:53.730 03:27:55.06 01:28:54.831 +19:20:37.91 21.8949401871 19.1839150143 
2025-09-27T09:21:44.921 05:04:02.26 04:07:03.311 +20:09:53.33 61.3912755625 20.072737426 
2025-09-27T09:19:08.491 05:01:25.57 04:07:03.667 +20:09:53.40 61.3915874775 20.072850724 
2025-09-28T05:07:37.544 00:53:09.75 05:20:44.164 -32:40:56.35 79.8954526706 -32.6589065906 
2025-09-28T06:11:00.737 01:56:43.71 05:20:44.936 -32:41:00.41 79.9079736375 -32.6535770859 
2025-09-28T06:39:14.457 02:25:01.94 04:07:10.787 +20:08:55.22 61.3999477433 20.0750085807 
2025-09-28T06:40:50.436 02:26:38.34 04:07:10.506 +20:08:54.99 61.3999645218 20.0749986779 
2025-09-28T06:39:49.420 02:25:36.99 04:07:10.708 +20:08:55.21 61.4000937594 20.0751463788 
2025-09-28T06:41:53.332 02:27:41.07 04:07:10.331 +20:08:55.12 61.3999146532 20.0750807844 
2025-09-28T07:24:38.313 03:10:33.23 03:56:27.264 -28:08:19.32 58.8443515284 -28.1553964029 
2025-09-28T07:28:30.191 03:14:25.87 03:56:26.952 -28:08:19.12 58.8455328215 -28.1554509695 
2025-09-28T09:22:24.849 05:08:38.92 04:07:01.835 +20:08:54.41 61.3912237073 20.0706119907 
2025-09-28T09:24:00.446 05:10:15.21 04:07:01.641 +20:08:54.21 61.391341417 20.0708835162 
2025-09-29T02:58:14.530 22:47:22.03 00:55:02.784 +12:50:36.93 13.3919203893 12.6921113729 
2025-09-29T07:01:30.783 02:51:18.33 05:20:40.268 -32:40:25.80 79.8921220251 -32.6565833225 
2025-09-29T04:24:29.227 00:13:51.16 03:56:37.660 -28:06:59.26 58.8485111465 -28.1589078987 
2025-09-29T04:26:24.843 00:15:46.86 03:56:37.430 -28:06:59.34 58.8484731263 -28.1589528557 
2025-09-29T07:03:38.907 02:53:26.99 05:20:40.159 -32:40:26.35 79.8928592001 -32.6570379682 
2025-09-29T00:58:00.382 20:46:48.54 23:04:41.969 +09:01:26.84 345.814576549 8.87847802586 
2025-09-29T01:00:06.186 20:48:54.72 23:04:41.879 +09:01:26.53 345.815379189 8.87832726314 
2025-09-29T03:09:44.426 22:58:54.33 00:55:02.249 +12:50:35.55 13.3964731285 12.6910245491 
2025-09-29T09:22:40.592 05:12:51.50 04:07:02.267 +20:09:58.88 61.3902664107 20.0754268299 
2025-09-29T09:24:11.455 05:14:22.82 04:07:02.049 +20:09:59.00 61.3901879629 20.0754475175 
2025-09-29T09:17:27.635 05:07:37.16 04:07:02.933 +20:09:58.39 61.3902599163 20.0753976488 
2025-09-29T09:18:58.207 05:09:08.64 04:07:02.763 +20:09:58.54 61.3902990561 20.0754865301 
2025-09-29T09:18:28.060 05:08:38.07 04:07:02.820 +20:09:58.49 61.3903001753 20.0754566065 
2025-09-29T01:19:17.730 21:08:09.28 23:04:40.787 +09:01:24.42 345.821925861 8.87751974381 
2025-09-29T01:13:43.572 21:02:34.14 23:04:41.255 +09:01:24.73 345.82082844 8.87774744145 
2025-09-29T01:16:52.633 21:05:43.71 23:04:41.100 +09:01:24.37 345.82197726 8.87752897358 
2025-09-29T01:10:24.029 20:59:14.03 23:04:41.364 +09:01:25.10 345.819109315 8.87784074985 
2025-09-29T01:11:35.594 21:00:25.84 23:04:41.357 +09:01:24.99 345.819946271 8.87783019591 
2025-09-29T07:09:55.470 02:59:44.33 05:20:39.819 -32:40:27.64 79.8953071847 -32.6575366924 
2025-09-29T07:12:01.870 03:01:51.09 05:20:39.684 -32:40:27.91 79.8959956455 -32.6576108412 
2025-09-29T07:14:07.573 03:03:57.17 05:20:39.547 -32:40:28.17 79.8966430616 -32.6577905821 
2025-09-29T23:38:58.541 19:31:29.90 16:57:35.074 -30:14:20.93 254.035595061 -30.1500830798 
2025-09-30T01:42:45.390 21:35:37.06 22:45:13.357 -26:24:41.03 340.937825491 -26.4905630217 
2025-09-30T04:06:53.514 00:00:08.85 23:57:48.171 -87:10:57.64 0.218287009538 -87.1828744275 
2025-09-30T08:14:29.085 04:08:25.42 05:20:33.152 -32:41:20.61 79.892468013 -32.656088808 
2025-09-30T08:10:13.361 04:04:08.82 05:20:33.510 -32:41:20.58 79.8910428068 -32.6559109988 
2025-09-30T08:11:08.784 04:05:04.44 05:20:33.390 -32:41:20.44 79.8910470377 -32.6558801468 
2025-09-30T08:09:03.724 04:02:59.41 05:20:33.560 -32:41:20.55 79.8903903523 -32.6559137876 
2025-09-30T06:42:26.578 02:36:07.73 02:54:47.456 -21:56:38.63 43.4079539349 -22.0029409861 
2025-09-30T07:43:03.917 03:36:55.10 03:06:50.265 -26:57:02.29 46.4589859454 -26.999276345 
2025-09-30T23:52:18.125 19:48:48.43 23:26:17.241 -69:56:27.25 351.190938802 -69.9732596896 
2025-10-01T02:01:45.746 21:58:37.63 01:45:34.840 -34:27:10.04 26.0548325608 -34.5248904269 
2025-10-01T06:02:16.489 01:59:47.55 01:47:12.215 -19:54:55.18 26.5013878358 -19.9986323807 
2025-10-01T04:55:53.123 00:53:13.50 05:20:41.352 -32:40:55.01 79.8827213189 -32.6585886719 
2025-10-01T05:36:19.951 01:33:46.60 01:45:35.077 -34:25:36.41 26.1189964735 -34.4943880697 
2025-10-01T05:39:25.984 01:36:53.23 01:45:36.588 -34:25:27.52 26.1270131961 -34.4920569572 
2025-10-01T07:43:12.066 03:40:59.79 04:17:18.072 -36:00:00.75 64.0966940553 -35.9984069249 
2025-09-18T09:35:04.452 04:41:55.08 03:36:41.331 -25:57:46.89 53.9362300045 -25.9999417008 
2025-09-19T06:14:16.013 01:24:30.46 23:20:21.190 -08:20:38.11 349.774814494 -8.4777961857 
2025-09-19T06:43:57.059 01:54:16.30 04:39:41.690 -12:16:11.32 69.5816081014 -12.300240618 
2025-09-19T07:54:51.347 03:05:22.38 02:15:51.377 -00:38:53.03 33.6463603361 -0.763884321116 
2025-09-19T08:02:34.951 03:13:06.92 02:15:50.980 -00:38:51.38 33.6486239933 -0.763545912127 
2025-09-19T02:18:16.367 21:27:52.09 17:44:33.896 -14:57:30.65 265.810256476 -14.9395702766 
2025-09-19T06:59:38.376 02:10:00.18 04:39:39.598 -12:16:09.05 69.5815828811 -12.30022532 
2025-09-19T07:17:49.599 02:28:14.51 04:07:10.583 +20:09:44.87 61.399656368 20.074946434 
2025-09-19T07:13:12.919 02:23:36.80 04:07:11.058 +20:09:45.65 61.3995924001 20.0750096329 
2025-09-19T07:14:43.411 02:25:08.09 04:07:10.950 +20:09:45.14 61.3995940116 20.0749996054 
2025-09-19T09:21:40.428 04:32:25.43 04:07:03.588 +20:09:54.40 61.3933309559 20.0755995672 
2025-09-19T09:22:10.668 04:32:55.95 04:07:03.550 +20:09:54.33 61.3933695829 20.0755671812 
2025-09-19T09:22:45.788 04:33:31.10 04:07:03.486 +20:09:54.72 61.3933747009 20.0756583145 
2025-09-19T09:23:46.220 04:34:32.05 04:07:03.360 +20:09:54.66 61.3934056031 20.0755871681 
2025-09-19T09:20:40.222 04:31:25.60 04:07:03.715 +20:09:54.32 61.3933074142 20.0755687852 
2025-09-19T04:49:54.290 23:59:54.77 00:37:55.084 -00:59:08.79 9.13789035659 -1.11928775815 
2025-09-19T07:42:33.606 02:53:02.26 02:15:51.890 -00:38:55.67 33.641886069 -0.764377583286 
2025-09-19T02:19:22.224 21:29:06.96 17:44:33.719 -14:57:30.50 265.810363345 -14.9396292539 
2025-09-19T05:43:02.253 00:53:11.59 05:20:44.820 -32:39:56.72 79.8978837294 -32.6580396856 
2025-09-21T01:16:35.169 20:33:53.56 00:51:57.894 -17:34:45.55 12.620922609 -17.6878840591 
2025-09-21T00:40:48.505 19:58:01.54 20:01:14.802 -20:58:55.67 299.938914698 -21.0016210979 
2025-09-21T03:20:54.804 22:38:34.04 22:41:54.601 +03:27:24.17 340.140657512 3.33938130054 
2025-09-21T01:38:12.776 20:55:35.23 22:43:54.138 +29:52:44.65 340.660534841 29.7239925631 
2025-09-21T01:43:38.265 21:01:01.33 22:43:53.964 +29:52:43.91 340.663000151 29.7240558833 
2025-09-21T03:37:27.042 22:55:09.08 22:19:39.628 -30:55:59.06 334.560170318 -31.0014075477 
2025-09-21T03:41:06.374 22:58:48.53 00:51:58.320 -17:35:21.77 12.6366763249 -17.6847032279 
2025-09-21T07:06:40.614 02:24:56.66 04:07:11.379 +20:08:47.16 61.3977529101 20.0715088397 
2025-09-21T07:11:53.293 02:30:10.64 04:07:10.630 +20:08:47.32 61.3978211922 20.0715315816 
